names,GK vs. WKY
Stat4_Gbp2,1.018255
Srsf1_Ddx39b,1.018255
Prkcz_Numb,1.018255
Utp3_Ltv1,1.018255
Rapgef1_Nedd9,1.018255
Tgfa_Bet1,1.018255
mrpl9_Mrpl37,1.018255
Pias3_Mta1,1.018255
Rps11_Dcaf13,1.018255
Brk1_Arpc3,1.018255
Dync1li1_Dctn2,1.018255
Mtor_Clip1,1.018255
Atp6v1g2_Atp6v1b2,1.018255
Zbtb7a_Hdac1,1.018255
Srpk2_Dhx8,1.018255
Uqcrfs1_Cox15,1.018255
Phf5a_Lsm2,1.018255
Rpp21_Riok3,1.018255
Sufu_Psmd6,1.018255
Rhoj_Pard6b,1.018255
Ipo7_Ipo4,1.018255
Src_Dlg4,1.018255
Psmf1_Map3k14,1.018255
Sf3b4_Ddx42,1.018255
Szt2_Itfg2,1.018255
Rpl3l_Rpl11,1.018255
Ripk3_Birc2,1.018255
Zfp593_Rpf2,1.018255
Sfn_Foxo4,1.018255
Mrps22_Mrpl14,1.018255
Stt3a_Dad1,1.018255
Prkacb_Grin2b,1.018255
Tfdp1_Ccnd1,1.018255
Dck_Aprt,1.007306
Psmd7_Psmd3,1.007306
Gnpat_Dgkh,1.007306
Sphk1_Acer1,1.007306
Crebbp_Camk4,1.007306
Bambi_Acvr1,1.007306
Myl12a_Myh6,1.007306
Dlgap4_Dlg4,1.007306
Wdr26_Maea,1.007306
Prkcd_Ifngr2,1.007306
Flcn_Atp6v1b2,1.007306
Ipo9_Ipo5,1.007306
Stambpl1_Chmp3,1.007306
Pnp_Bst1,1.007306
Casp9_Bcl2l1,1.007306
Cant1_Aprt,1.007306
Sort1_Ngfr,1.007306
Ugt8_Cers2,1.007306
Tab1_Ikbkb,1.007306
Sart1_Prpf4b,1.007306
Ino80e_Cops7b,1.007306
Gorab_Arf5,1.007306
Psma4_Pomp,1.007306
Srebf1_Scd,1.007306
Vav1_Kitlg,1.007306
Ube2g1_Atg7,1.007306
Polr2c_Mllt1,1.007306
Psmb1_Mrpl20,1.007306
Ell_Cdk9,1.007306
Rpl11_Pa2g4,1.007306
Mdm2_Gnl3,1.007306
St8sia4_B4galt4,1.007306
Snupn_Ranbp2,1.007306
Pex5_Pex16,1.007306
Prkg2_Mapk14,1.007306
Rras_Pik3r2,1.007306
Il1b_Casp3,1.007306
Miox_Impa1,1.007306
Strn_Fgfr1op2,1.007306
Oasl_Ifit2,1.007306
Orc4_Mcm5,1.007306
Rps6ka1_Creb1,1.007306
Med20_Med17,1.007306
Adamtsl4_Adamts15,1.007306
Sufu_Ift52,1.007306
Traf3_Cd40,1.007306
Xrcc6_Pnkp,1.007306
Myh10_Axl,1.007306
Cul1_Cdkn1b,1.007306
Bmyc_Actl6a,1.007306
Pip5k1c_Pi4kb,1.007306
Tgfbr1_Smad1,1.007306
Nat10_Dnttip2,1.007306
Dhdds_Coq2,1.007306
Eps15_Egfr,1.007306
Snrpd1_Nupl2,1.007306
Sirt6_Rbbp8,1.007306
Ivd_Dbt,1.007306
Tbc1d15_Rab7a,1.007306
Nr3c1_Hsp90ab1,1.007306
Plpp2_Agpat1,0.996357
Psmb8_Gmnn,0.996357
Gnaq_Arhgef1,0.996357
Rb1_Ccne2,0.996357
Mrpl32_Mrpl10,0.996357
Usp14_Uchl5,0.996357
Mrps18a_mrpl24,0.996357
Rela_Psma3,0.996357
Gnb2_F2r,0.996357
Rab3gap2_Actr10,0.996357
Rps16_Eif3l,0.996357
Map3k8_Akt2,0.996357
Nedd8_Kxd1,0.996357
Hpgds_Gpx8,0.996357
Plpp4_Lpin2,0.996357
Capzb_Capza1,0.996357
Htr2b_Gnaq,0.996357
Pml_Akt2,0.996357
Prkar1a_Prkaca,0.996357
Snrpb_Phf5a,0.996357
Strip1_Stk25,0.996357
Smarce1_Prmt5,0.996357
Ptk2b_Nedd9,0.996357
Ptpn1_Jak1,0.996357
Wdr43_Fbll1,0.996357
Sf3b5_Prpf8,0.996357
Nuf2_Cenpi,0.996357
Gabarap_Atg5,0.996357
Dynlt3_Dync1i2,0.996357
Prkacb_Nfatc1,0.996357
Mrps33_Mrps2,0.996357
Mog_Mbp,0.996357
Ppara_Lpin1,0.996357
Clip1_Clasp2,0.996357
Sumo1_Rwdd3,0.996357
Txk_Grap2,0.996357
Prkaa2_Pik3c3,0.996357
Sap30l_Rbbp4,0.996357
Xpo5_Ranbp2,0.996357
Tnfrsf14_Lta,0.996357
Sf3b1_Rbm22,0.996357
Tgfbr1_Smad6,0.996357
Nck1_Kdr,0.996357
Slc7a8_Slc3a2,0.996357
Rnf139_Ndufaf1,0.996357
Stat3_Pias1,0.996357
Eif3g_Eif2s2,0.996357
Ssbp1_Polrmt,0.996357
Shmt2_Mtfmt,0.996357
Exosc10_Dcaf13,0.996357
Il1rn_Il1a,0.996357
Ptpn12_Bcar1,0.996357
Chmp4c_Cc2d1b,0.996357
Dctn5_Actr10,0.996357
Mrps33_mrpl9,0.996357
Dcun1d2_Cand1,0.996357
Mrrf_mrpl9,0.996357
Tnnc2_Myh3,0.996357
Gbp2_Cxcl10,0.996357
Mapk14_Il1b,0.996357
Ntpcr_Npdc1,0.996357
Esf1_Ddx52,0.996357
Snrpd2_Rnpc3,0.996357
Zfyve16_Smad2,0.996357
Smarcb1_Dpf3,0.996357
Abl2_Abi1,0.996357
Tubb6_Chmp4b,0.985408
Guk1_Aprt,0.985408
Gng8_Gnb2,0.985408
Trak1_Rhot2,0.985408
Rps6ka5_Mapk11,0.985408
Necap1_Clta,0.985408
Sptbn1_Ank2,0.985408
Mrpl51_Mrpl38,0.985408
Wdr75_Wdr3,0.985408
Cyfip1_Actr2,0.985408
Thbs2_Adamts15,0.985408
Slc30a9_Slc30a6,0.985408
Plk1_Cenpu,0.985408
Mrpl13_Mrpl10,0.985408
Ssu72_Cpsf4,0.985408
Cyp26a1_Adh5,0.985408
Mrpl43_Mrpl10,0.985408
Ripk3_Ripk1,0.985408
Tsen54_Ddx1,0.985408
Hmgcl_Echdc2,0.985408
Fetub_Ambp,0.985408
Fut8_B4galt2,0.985408
Rbm28_Gnl3,0.985408
Wdr46_Rsl1d1,0.985408
Sec1_Ggta1,0.985408
Rnf146_Psmd1,0.985408
Cops4_Ccdc22,0.985408
Smurf2_Psma1,0.985408
Dync2h1_Dync1li1,0.985408
Ngfr_Arhgdia,0.985408
Ppp2r3b_Ppp2cb,0.985408
Pc_Ldhd,0.985408
Cpeb4_Cpeb1,0.985408
Usp1_Slx1b,0.985408
Strip1_Ppp2r1a,0.985408
Mrps22_Mrpl51,0.985408
Psmd1_Odc1,0.985408
Rgs7_Gpr158,0.985408
Fgfr2_Fgf3,0.985408
Tp53_Mapk8,0.985408
Psmf1_Cul1,0.985408
Sdc2_Lrp10,0.985408
Mdm2_Akt2,0.985408
Mon1a_Ccz1b,0.985408
Ppa1_Atp12a,0.985408
Sh2b1_Ntrk2,0.985408
Sema3a_Plxnd1,0.985408
Spcs2_Sec11c,0.985408
Mapk14_Akt3,0.985408
Creb1_Camk2d,0.985408
Nos3_Akt3,0.985408
Psmf1_Odc1,0.985408
Zc3h8_Cpsf2,0.985408
Vps25_Stam2,0.985408
Pdk4_Pdhx,0.985408
Ube2a_Rnf40,0.985408
Ube2l3_Uba1,0.985408
Cers6_Acer3,0.985408
Ranbp2_Hspa4l,0.985408
Vps37b_Mvb12a,0.985408
Pes1_Gtpbp4,0.985408
F2_Cxcr4,0.985408
Shmt1_Sdsl,0.985408
Rhoa_Arhgef3,0.985408
Atp6v1d_Atp6v0d1,0.985408
Trappc4_Chm,0.985408
Tubb1_Chmp4c,0.985408
Mrpl55_Mrpl48,0.985408
Dync1i2_Dctn5,0.985408
Cd44_Bsg,0.985408
Cox7c_Cox7a2l,0.985408
Shc2_Kdr,0.985408
Fyn_Cdk5,0.985408
Cd40_Birc2,0.985408
Prkcq_Mapk9,0.985408
Utp15_Fcf1,0.97445905
Nrp1_Hgf,0.97445905
Pten_Magi1,0.97445905
Psmf1_Prickle1,0.97445905
Plk2_Pkmyt1,0.97445905
Txndc15_Qdpr,0.97445905
Nfatc1_Mef2a,0.97445905
Oplah_Chac1,0.97445905
Tomm20_Mat2b,0.97445905
Nop56_Gnl3l,0.97445905
Vezt_Myo7a,0.97445905
Rbm28_Nifk,0.97445905
Map1lc3a_Atg4b,0.97445905
Psmb8_Psma5,0.97445905
Dhx8_Ddx39b,0.97445905
Sumo1_Pias4,0.97445905
Ms4a2_Fcer1a,0.97445905
Entpd3_Cmpk1,0.97445905
Dync2h1_Dync1i2,0.97445905
Pxn_Mapk1,0.97445905
Rps3_Colec11,0.97445905
Nt5c2_Dck,0.97445905
Atp6v1g3_Atp6v0c,0.97445905
Prpf8_Phf5a,0.97445905
Polr2j_Med31,0.97445905
Eif2b5_Eif2b3,0.97445905
Pc_Acss2,0.97445905
Ccnd1_Ccna1,0.97445905
Rb1_Crebbp,0.97445905
Polg_Pold2,0.97445905
Cyp7a1_Cyp1a2,0.97445905
Mrps28_Mrps15,0.97445905
Wdr75_Noc4l,0.97445905
Cox7a2l_Cox5b,0.97445905
Gna12_Arhgef1,0.97445905
Aldh3a1_Acss1,0.97445905
Hmox2_Cox10,0.97445905
Tnfrsf1a_Chuk,0.97445905
Thbs2_Cfp,0.97445905
Tpi1_Mdh2,0.97445905
Hsp90ab1_Fkbp4,0.97445905
Ctnnd1_Cdh17,0.97445905
Pex5l_Pex14,0.97445905
Nck2_Lims1,0.97445905
Nt5e_Itgb1,0.97445905
Emc7_Emc3,0.97445905
St3gal4_Muc1,0.97445905
Pdcl_Csnk2a1,0.97445905
Pfas_Adsl,0.97445905
Papola_Cpsf2,0.97445905
Ddx47_Bop1,0.97445905
Nfe2l1_Mafg,0.97445905
Gnb3_Gnai2,0.97445905
Mrps7_Eef2,0.97445905
Mtor_Foxo3,0.97445905
Xdh_Cyp1a2,0.97445905
Psma2_Oaz1,0.97445905
Uri1_Ppp1ca,0.97445905
Mrps18a_Mrpl55,0.97445905
Nrp1_Limk1,0.97445905
Nkd2_Dvl2,0.97445905
Srf_Nfatc2,0.97445905
Impdh2_Ampd2,0.97445905
Atp6v1c2_Atp6v1b2,0.97445905
Ppt2_Mecr,0.97445905
Ube2m_Dcun1d1,0.97445905
Mtmr1_Cdipt,0.9635101
Fzr1_Ccna1,0.9635101
H6pd_Eno3,0.9635101
Smarcc1_Chd4,0.9635101
Mmp9_Efnb1,0.9635101
Prkaa2_Atg14,0.9635101
Fen1_Exog,0.9635101
Mrps22_Mrps11,0.9635101
Prkaa2_Dynll2,0.9635101
Upp1_Umps,0.9635101
Senp3_Rpl3,0.9635101
Prex1_Gnb1,0.9635101
Stx17_Sec24c,0.9635101
Txn1_Gpx8,0.9635101
Cndp2_Acad10,0.9635101
Nup37_Gckr,0.9635101
Nup35_Nup107,0.9635101
Wdr46_Wdr3,0.9635101
Traf2_Ripk3,0.9635101
Stip1_Hspa1l,0.9635101
Vegfa_Pik3r2,0.9635101
Pex5_Pex14,0.9635101
Wdr3_Ngdn,0.9635101
Sumo1_Pias1,0.9635101
Il1r1_Il1a,0.9635101
Cdc27_Anapc5,0.9635101
Rbl1_Cdkn1b,0.9635101
Zfp593_Gnl2,0.9635101
Rhoa_Fyn,0.9635101
Rela_Kpna4,0.9635101
Nras_Fgf4,0.9635101
Selp_Cd63,0.9635101
Ranbp2_Hspa1l,0.9635101
Pcna_Blm,0.9635101
Rps3a_Imp4,0.9635101
Smc4_Aurka,0.9635101
Ptpn11_Pdpn,0.9635101
Rb1_Ncapd3,0.9635101
Suclg2_Acat2,0.9635101
Arpc5l_Arpc1a,0.9635101
Ppm1a_Map2k6,0.9635101
Sort1_Hip1r,0.9635101
Phkb_Calm1,0.9635101
Traf3ip3_Stk25,0.9635101
Smad2_Foxo3,0.9635101
Mrpl55_Mrpl44,0.9635101
Stat3_Socs5,0.9635101
Sf3b2_Lsm2,0.9635101
Rps16_Eef2,0.9635101
Psma5_Mysm1,0.9635101
Neto2_Kars,0.9635101
Vamp2_Stx17,0.9635101
Ube2i_Ranbp2,0.9635101
Usp14_Psmc2,0.9635101
Magoh_Dhx38,0.9635101
Stx12_Snap25,0.9635101
Polr2e_Gpn3,0.9635101
Pdgfrb_Fyn,0.9635101
Pdha1_Gpi,0.9635101
Cxcr3_Cxcl12,0.9635101
Man2a2_Fut8,0.9635101
Lef1_Hdac1,0.9635101
Gad2_Cndp2,0.9635101
Tsc1_Prkaa2,0.9635101
Tjp1_F11r,0.9635101
Sod1_Gpx8,0.9635101
Rbbp7_Lin54,0.9635101
Fgfr2_Fgfbp3,0.9635101
Mthfd1_Amt,0.9635101
Strn_Esr2,0.9525611
Mthfd2l_Mtfmt,0.9525611
Ptgs2_Alox12e,0.9525611
Taf12_Tada2a,0.9525611
Med25_Med23,0.9525611
Rnpc3_Prpf8,0.9525611
Rpia_Rbks,0.9525611
Kxd1_Hgf,0.9525611
Yeats2_Sgf29,0.9525611
mrpl9_Dap3,0.9525611
Mysm1_Kat2b,0.9525611
Stat3_Foxo1,0.9525611
Tjp1_Afdn,0.9525611
Rad9b_Chek1,0.9525611
Tusc3_Tmed10,0.9525611
Sos2_Fgfr4,0.9525611
Pnlip_Mgll,0.9525611
Rock2_Pip5k1c,0.9525611
Rab3gap2_Dync1li1,0.9525611
Wdr5_Ncoa6,0.9525611
Psma3_Odc1,0.9525611
Cul3_Cops4,0.9525611
Ift46_Hspb11,0.9525611
Xrcc5_Prkdc,0.9525611
Nrp1_Flt1,0.9525611
Snrnp200_Phf5a,0.9525611
Ncan_Csgalnact2,0.9525611
Ranbp2_Nup160,0.9525611
Mrpl16_Mrpl14,0.9525611
Parp1_Aplf,0.9525611
Rcor1_Hdac1,0.9525611
Plcd1_Pip4k2b,0.9525611
Pisd_Mboat1,0.9525611
Cntnap1_Cntn2,0.9525611
Sgk3_Pdpk1,0.9525611
Gps1_Dcaf6,0.9525611
Stat5b_Pdgfrb,0.9525611
Med19_Med17,0.9525611
Smc2_Cenpe,0.9525611
Atp6v1c2_Atp6v0c,0.9525611
Prkce_Mras,0.9525611
Utp3_Dcaf13,0.9525611
Mrpl23_Gadd45gip1,0.9525611
Ino80e_Cops8,0.9525611
Rps6kb1_Akt1,0.9525611
Mrps21_Mrps16,0.9525611
Mapk14_Dusp10,0.9525611
Larp7_Hexim1,0.9525611
Sympk_Papola,0.9525611
Sumo1_Nr3c2,0.9525611
Acyp2_Acss2,0.9525611
Exosc4_Exosc10,0.9525611
Mrpl37_Mrpl10,0.9525611
Gtf3c3_Brf1,0.9525611
Uqcrc2_Pdhb,0.9525611
Tp53_Creb1,0.9525611
Smc2_Csnk2a2,0.9416121
Pten_Mdm4,0.9416121
Hadhb_Crot,0.9416121
Ubfd1_Psma1,0.9416121
Ywhab_Camk2d,0.9416121
Hspa4_Bag4,0.9416121
Nphp1_Invs,0.9416121
Sod3_Gpx1,0.9416121
Grpel1_Dnaja3,0.9416121
Psmc4_Cul1,0.9416121
Jund_Fos,0.9416121
Vcp_Ube4a,0.9416121
Ppp1r12a_Pak1,0.9416121
Pdgfrb_Nck2,0.9416121
Vangl1_Prickle1,0.9416121
Smc5_Nsmce1,0.9416121
Srrm1_Sf3b1,0.9416121
Psmd6_Oaz3,0.9416121
Ranbp2_Pom121,0.9416121
Nadsyn1_Nadk,0.9416121
Mrps17_Mrps11,0.9416121
Pold4_Nbn,0.9416121
Wasl_Baiap2,0.9416121
Necap2_Cltb,0.9416121
Rbbp8_Polh,0.9416121
Entpd4_Adss,0.9416121
Rps6ka5_Creb1,0.9416121
Tyw1_Lcmt2,0.9416121
Atp6v1d_Atp6v0c,0.9416121
Rpn2_Dad1,0.9416121
Pik3r2_Jak1,0.9416121
Mrps22_Mrps18a,0.9416121
Pias1_Mta1,0.9416121
Brk1_Arpc4,0.9416121
Stk11_Prkab2,0.9416121
Afmid_Aadat,0.9416121
Vav1_Epor,0.9416121
Phf5a_Lsm5,0.9416121
Coq8b_Coq6,0.9416121
Utp3_Emg1,0.9416121
Pik3r4_Pik3c3,0.9416121
Bcan_B3gat3,0.9416121
Stat5a_Fgfr2,0.9416121
Ranbp2_Ago2,0.9416121
Mrpl20_Mrpl16,0.9416121
Pip5k1c_Inpp5f,0.9416121
Psma3_Kxd1,0.9416121
Cops6_Commd6,0.9416121
Ugt8_Acer1,0.9416121
Nup205_Hspa12b,0.9306631
Mdm2_Chek2,0.9306631
Polr2j_Ints3,0.9306631
Myl12a_Arhgef7,0.9306631
Myl12a_Ephb6,0.9306631
Tp53_Atf3,0.9306631
Exoc8_Exoc5,0.9306631
Rab6a_Cog8,0.9306631
Mrpl43_Mrpl38,0.9306631
Tubb6_Tuba4a,0.9306631
Uchl5_Psmb1,0.9306631
Tp53_Cdkn1b,0.9306631
Tyk2_Il23a,0.9306631
Ptpn11_Ifnar1,0.9306631
Trappc4_Trappc1,0.9306631
Nsun6_Nop56,0.9306631
Rb1cc1_Pik3r4,0.9306631
Atp6v1h_Atp6v1c1,0.9306631
Synj1_Epn1,0.9306631
Mrps22_Mrpl13,0.9306631
Polr2f_Cdk7,0.9306631
Rpl6_Rpl23a,0.9306631
Inpp5f_Cdipt,0.9306631
Nt5c3a_Gmps,0.9306631
Mrps24_Mrpl55,0.9306631
Tgs1_Gemin7,0.9306631
Rps6kb1_Esr2,0.9306631
Usp21_Sharpin,0.9306631
Pfkl_Eno1,0.9306631
Tubb1_Spast,0.9306631
Tbc1d17_Gabarap,0.9306631
Rps23_Eif3h,0.9306631
Sf3b5_Plrg1,0.9306631
Numb_Lnx2,0.9306631
Tp53bp1_Rbbp8,0.9306631
Pml_Kxd1,0.9306631
Tsr1_Riok3,0.9306631
Tsr1_Riok2,0.9306631
Cxcr4_Cxcl12,0.9306631
Cops5_Commd10,0.9306631
Snapin_Hip1r,0.9306631
Ppp1r12a_Ppp1ca,0.9306631
Pik3r3_Dab1,0.9306631
Utp11_Dnttip2,0.9306631
Tpm2_Myh3,0.9306631
Sort1_Snx9,0.9306631
Wdr24_Mlst8,0.9306631
Rps11_Ddx47,0.9306631
Chek1_Atr,0.9306631
Plekhm1_Gabarap,0.9306631
Rprd1b_Polr2c,0.9306631
Ntpcr_Acp1,0.9306631
Pfdn5_Pfdn2,0.9306631
Dctn4_Actr1b,0.9306631
Dohh_Ctps2,0.9306631
Adcy4_Adcy2,0.9306631
Nos3_Ass1,0.9306631
Ranbp2_Cpsf2,0.9306631
Cyp7a1_Abcg8,0.9306631
Thra_Rxra,0.9306631
Rps3a_Rpl22,0.9306631
Gabra4_Gabarap,0.9306631
Cops8_Commd9,0.9306631
Wdr3_Rps3a,0.9306631
Ptprs_Ntrk3,0.9306631
Mrpl54_Mrpl32,0.9306631
Shmt2_Agxt2,0.9306631
Tie1_Angpt1,0.9306631
Rhoa_Arhgef10l,0.9306631
Psmd2_Psmb1,0.9306631
Rheb_Prkab2,0.9306631
Gas6_Axl,0.9306631
Nelfcd_Nelfa,0.9306631
Nedd8_Cul3,0.9306631
Hif1a_Arnt,0.9306631
Frs2_Fgfr2,0.9306631
Psmd13_Brcc3,0.91971415
Ywhae_Rab35,0.91971415
Nudt5_Nudt12,0.91971415
Cxcr3_Ccl11,0.91971415
Mrps31_Mrps16,0.91971415
Wdr5_Dcaf6,0.91971415
Nup205_Hspa9,0.91971415
Mrps16_Mrpl14,0.91971415
Ccne1_Ccna1,0.91971415
Ccnd3_Cbfb,0.91971415
Hsp90ab1_Fkbp5,0.91971415
Grk4_Ccr4,0.91971415
Cdk7_Cdk4,0.91971415
Mrps31_Mrps26,0.91971415
Mllt3_Dot1l,0.91971415
Eif4g1_Eif3a,0.91971415
Tomm40_Timm50,0.91971415
Rps23_Rpl11,0.91971415
Psmd11_Psmc3,0.91971415
Pdgfd_Pdgfa,0.91971415
Cul4a_Chek1,0.91971415
Six1_Eya1,0.91971415
Rhoa_Ctnnd1,0.91971415
Sdhd_Cox5b,0.91971415
Rrp7a_Ddx49,0.91971415
Ranbp1_Kpna3,0.91971415
Map1lc3a_Becn1,0.91971415
Wbp4_Phf5a,0.91971415
Pwp2_Emg1,0.91971415
Rap1a_Ntf4,0.91971415
Sarnp_Chtop,0.91971415
Ptpn11_Lat,0.91971415
Il6_Il1a,0.91971415
Supt4h1_Rtf1,0.91971415
Tgoln2_Snx2,0.91971415
Mapk1_Abi1,0.91971415
Mbp_Mag,0.91971415
Nop58_Brix1,0.91971415
Nudt12_Nmrk1,0.91971415
Mavs_Atg12,0.91971415
Ppp2r5e_Akt2,0.91971415
Mrps26_Mrpl32,0.91971415
Umps_Uck1,0.91971415
Dpagt1_Dolk,0.91971415
Cspg4_Chpf,0.91971415
Prkra_Eif2ak2,0.91971415
Spcs1_Dad1,0.91971415
Prkaca_Creb1,0.91971415
Wdr43_Rsl1d1,0.91971415
Ercc8_Dcaf13,0.91971415
Rb1_Cabin1,0.91971415
Sphk1_Degs2,0.91971415
Krt15_Krt1,0.91971415
Pik3r3_Pi4k2b,0.91971415
Prkacb_Foxo1,0.91971415
B3gat3_B3galt6,0.91971415
Rbbp5_Ercc8,0.91971415
Irs1_Eif2ak2,0.91971415
Gabarap_Becn1,0.91971415
Tfb2m_Pno1,0.91971415
Nmnat1_Nadsyn1,0.91971415
Cdk5_Ccni,0.91971415
Ruvbl2_Nop58,0.9087652
Pdcd11_Esf1,0.9087652
Acyp1_Acss2,0.9087652
Vcp_Ubac2,0.9087652
Rsl1d1_Nop2,0.9087652
Pdha1_Dbt,0.9087652
Irs1_Crk,0.9087652
Pa2g4_Eif6,0.9087652
Pex14_Pex11a,0.9087652
Scn10a_Cltb,0.9087652
Rrp9_Emg1,0.9087652
Rps4x_Rpl23a,0.9087652
Rps4x_Eef1b2,0.9087652
Nup93_Nup205,0.9087652
Pfkp_Mpi,0.9087652
Olfm3_Gria4,0.9087652
Tgfb1_Furin,0.9087652
Vamp8_Stx12,0.9087652
Ddx49_Aatf,0.9087652
Hyi_Grhpr,0.9087652
Glyctk_Aldh1b1,0.9087652
Sh3gl1_Cbl,0.9087652
Utp20_Dnttip2,0.9087652
Nos3_Arg1,0.9087652
Fkbp4_Dync1i2,0.9087652
St3gal6_B4galt3,0.9087652
Sf3b1_Prpf8,0.9087652
Rps24_Rpl34,0.9087652
Zbp1_Irf7,0.9087652
Rps3a_Dhx37,0.9087652
Tgfbr2_Ppp2ca,0.9087652
Wasl_Cttn,0.9087652
Kdr_Grb2,0.9087652
Gna15_Ednra,0.9087652
Utp11_Fcf1,0.9087652
Rpa3_Ppp4r2,0.9087652
Slc25a17_Aldh3a2,0.9087652
Pofut2_Adamts6,0.9087652
mrpl9_Mrpl38,0.9087652
Rbbp7_Cops6,0.9087652
Rb1_Ccna1,0.9087652
Snrpd3_Nup107,0.9087652
Mrpl4_Mrpl37,0.9087652
Mrpl4_Mrpl32,0.9087652
Prkab2_Becn1,0.9087652
Tp53bp1_Rb1,0.9087652
Prkaa1_Foxo3,0.9087652
C8g_C5,0.9087652
Fcho2_Cltc,0.9087652
Pygm_Pygb,0.9087652
Smc4_Ncaph2,0.9087652
Mrps35_Mrps14,0.9087652
Mrps33_Dap3,0.9087652
Prkaca_Nck2,0.9087652
Syt2_Ston2,0.9087652
Uqcrfs1_Cox7a2l,0.9087652
Wnt2b_Sfrp2,0.9087652
Eif4a2_Eif1a,0.9087652
Slx1b_Nbn,0.9087652
Eef1b2_Colec11,0.9087652
Nat8l_Lao1,0.9087652
Nck2_Flt4,0.9087652
Slc25a17_Pex14,0.9087652
Dynlt3_Bub3,0.9087652
Becn1_Atxn3,0.9087652
Mrps21_Mrps18b,0.9087652
Mrps18c_Mrps17,0.9087652
Uhrf2_Dnmt1,0.9087652
Gdnf_Creb1,0.9087652
Mrps18c_Mrpl17,0.9087652
Aprt_Ak6,0.9087652
Mrpl55_Mrpl40,0.9087652
Mrpl38_Mrpl32,0.9087652
Ube2m_Cul4a,0.9087652
Ruvbl1_Cops6,0.9087652
Mrpl20_Mrpl10,0.9087652
Socs1_Jak1,0.9087652
Lpl_Angptl3,0.9087652
Eif3f_Eif1ax,0.8978162
Kyat1_Kmo,0.8978162
Prkdc_Mapkap1,0.8978162
Tnfrsf1b_Map3k14,0.8978162
Fabp6_Fabp3,0.8978162
Xrcc2_Slx1b,0.8978162
Rac2_Abl2,0.8978162
Mapk8_Cdc42,0.8978162
Ube2m_Uba1,0.8978162
Psmf1_Psmb5,0.8978162
Tnpo1_Ipo9,0.8978162
Eif4g1_Eif3g,0.8978162
Snrnp200_Sf3b5,0.8978162
Ywhab_Foxo1,0.8978162
Hspa12b_Bag4,0.8978162
Smurf2_Smad9,0.8978162
Rbm28_Nsun6,0.8978162
Snrpa_Rbm42,0.8978162
Rora_Pias4,0.8978162
Stat3_Ezh2,0.8978162
Rgs7_Rgs4,0.8978162
Wdr75_Dnttip2,0.8978162
Myd88_Il1r1,0.8978162
Mef2d_Mef2a,0.8978162
Aldh1b1_Acss3,0.8978162
Med15_Med10,0.8978162
Taf3_Taf12,0.8978162
Rpa2_Ppp4c,0.8978162
Taf5_Taf2,0.8978162
Chuk_Akt2,0.8978162
Taf7l_Taf2,0.8978162
Aldh3a2_Acss1,0.8978162
Trip11_Arnt,0.8978162
Tardbp_Hdac6,0.8978162
Dctn5_Capzb,0.8978162
Imp4_Dcaf13,0.8978162
Sh3bp4_Atp6v1b2,0.8978162
Mapk14_Ddit3,0.8978162
Mboat1_Agpat1,0.8978162
Ddb1_Dcaf15,0.8978162
Sec11a_MGC109340,0.8978162
Psmd8_Psmc3,0.8978162
Orc5_Mcm7,0.8978162
Dcaf4_Cul4a,0.8978162
Cul1_Ccne1,0.8978162
Pdia3_Ero1a,0.8978162
Cyp4a8_Aldh1a1,0.8978162
Scn8a_Scn2a,0.8978162
Oxsm_Mcat,0.8978162
Pcf11_Clp1,0.8978162
Mrps21_Mrps12,0.8978162
Tnnt3_Myh3,0.8978162
Maml1_Kat2b,0.8978162
Tmed9_Tmed7,0.8978162
Naa25_Apeh,0.8978162
Klhl2_Klhl12,0.8978162
Mrpl22_Mrpl14,0.8868672
Stk3_Lats1,0.8868672
Mrps18b_Mrpl45,0.8868672
Snrpb_Lsm2,0.8868672
Rbbp8_Pold3,0.8868672
Bhmt2_Ahcyl1,0.8868672
Ube2l6_Eif2ak2,0.8868672
Xrcc6_Polb,0.8868672
Rae1_Hspa9,0.8868672
Lrp5_Csnk1a1,0.8868672
Ppa1_Atp4a,0.8868672
Capzb_Actr10,0.8868672
Tpm4_Actn4,0.8868672
Tpm1_Tnni1,0.8868672
E2f4_Ccnd1,0.8868672
Ush1c_Cdh23,0.8868672
Wdr75_Nol10,0.8868672
Muc1_Galnt3,0.8868672
Snap29_Ehd1,0.8868672
Mrps26_Mrpl3,0.8868672
Emg1_Aatf,0.8868672
Ppp1r15a_Ppp1cb,0.8868672
Lonp2_Hsd17b4,0.8868672
Mrps31_Mrps2,0.8868672
Psmc3_Numb,0.8868672
Tnfaip3_Kxd1,0.8868672
Atp6v1h_Atp6v0d1,0.8868672
Creb3l4_Creb1,0.8868672
Nudt16_Gmpr,0.8868672
Rps6kb1_Akt3,0.8868672
Tgfb1_Smad3,0.8868672
Parg_Mphosph8,0.8868672
Trappc8_Trappc13,0.8868672
Pf4_Cxcl10,0.8868672
Pdhb_H6pd,0.8868672
Pde10a_Adk,0.8868672
Fst_Acvr2b,0.8868672
Psmf1_Gtse1,0.8868672
Oxa1l_Mrpl51,0.8868672
Traf5_Ltbr,0.8868672
Odc1_Nqo1,0.8868672
Jak1_Cish,0.8868672
Wdr3_Bop1,0.8868672
Nup37_Fip1l1,0.8868672
Fosb_Egr1,0.8868672
Utp20_Ddx52,0.8868672
Rpp14_Pop4,0.8868672
Rps11_Eif3m,0.8868672
