names,GK vs. WKY
Prkci_Llgl1,-0.43795913
Ngf_Gap43,-0.43795913
Dbt_Acadsb,-0.43795913
Plch1_Pip5kl1,-0.43795913
Tnfaip3_Rbck1,-0.43795913
Tdp2_Cd40,-0.43795913
Ddx39b_Chtop,-0.43795913
Sod2_Mrpl27,-0.43795913
Bloc1s5_Bloc1s1,-0.43795913
Sema3a_Plxna4,-0.43795913
Vamp2_Unc13a,-0.43795913
Wwtr1_Tead4,-0.43795913
Polr2j_Polr2d,-0.43795913
Mrpl49_Mrpl43,-0.43795913
Cxcl9_Cxcl13,-0.43795913
Pdhb_Ldha,-0.43795913
Pck1_Acly,-0.43795913
Gstt1_Folh1,-0.43795913
Ythdc1_Mettl14,-0.43795913
Gnb2_Gnb1,-0.43795913
Synj1_Itpkc,-0.43795913
Cndp1_Abat,-0.43795913
Col4a1_Col1a2,-0.43795913
Mlh1_Brca1,-0.43795913
Bnip1_Bet1,-0.43795913
Ptpn6_Cd247,-0.43795913
Dmap1_Brd4,-0.43795913
Ccl21_Ackr4,-0.43795913
Ccr3_Ccl5,-0.43795913
Rrp9_Pno1,-0.43795913
Tert_Ppp6r3,-0.43795913
Ncf4_Mapk1,-0.43795913
Tyk2_Il6st,-0.43795913
Psma5_Psma1,-0.43795913
Prpf8_Bud31,-0.43795913
Sbf1_Chm,-0.43795913
Mboat1_Agpat4,-0.43795913
Cyp4a3_Cyp1a1,-0.43795913
Synj1_Eps15,-0.43795913
Pik3r2_Mtor,-0.43795913
Rad50_Bard1,-0.43795913
Pts_Gch1,-0.43795913
Wnt5b_Wls,-0.43795913
Slc34a1_Pdzk1,-0.43795913
Eci3_Decr1,-0.43795913
Psmb2_Nfkb2,-0.43795913
Yy1_Cops7a,-0.43795913
Utp20_Ddx47,-0.43795913
Rrp15_Pak1ip1,-0.43795913
Vps33b_Vps18,-0.43795913
Nat1_Cyp1a2,-0.43795913
Nt5c2_Dut,-0.43795913
Sufu_Psmb4,-0.43795913
Tab3_Chuk,-0.43795913
Vps37a_Mvb12a,-0.43795913
Dab2_Cltc,-0.43795913
Xrcc1_Tdp1,-0.43795913
Prkg2_Itpr1,-0.43795913
Cyp7a1_Ch25h,-0.43795913
Samm50_Chchd3,-0.43795913
Top3a_Recql4,-0.43795913
Rpl4_Rpl24,-0.43795913
Nat1_Ces1c,-0.4489081
Pik3r3_Flt1,-0.4489081
Sphk1_Plpp1,-0.4489081
Slc9a3r2_Plcb3,-0.4489081
Rap1a_Itgb1,-0.4489081
Tsr1_Nat10,-0.4489081
Dhx37_Ddx27,-0.4489081
Psmd4_Numb,-0.4489081
Wtap_Polr2g,-0.4489081
Pebp1_Fgg,-0.4489081
Rabggtb_Ptar1,-0.4489081
Nup205_Cpsf2,-0.4489081
Stk39_Slc12a1,-0.4489081
Sart3_Lsm5,-0.4489081
Rpl39l_Rpl3,-0.4489081
Vps52_Cog4,-0.4489081
Rras_Plxnb1,-0.4489081
Ctnna1_Cdh3,-0.4489081
U2af2_Alyref,-0.4489081
Vps35_Gak,-0.4489081
Dnm3_Clta,-0.4489081
Trdn_Fkbp1b,-0.4489081
Sec22b_Bet1,-0.4489081
Sec22a_Napb,-0.4489081
Lpcat4_Gpat2,-0.4489081
Riok2_Ltv1,-0.4489081
Hspa9_Hsp90ab1,-0.4489081
Gast_Cckbr,-0.4489081
Dnajc2_Dnaja2,-0.4489081
Gnl3_Ddx21,-0.4489081
Pdgfrb_Fgf4,-0.4489081
RSA-14-44_Prkacb,-0.4489081
E2f2_Ccna1,-0.4489081
Rsl1d1_Nom1,-0.4489081
Pts_Prkg2,-0.4489081
Ets1_Ep300,-0.4489081
Tradd_Casp8,-0.4489081
Ssu72_Ppp1cc,-0.4489081
Mapk14_Fos,-0.4489081
Fzr1_Ccna2,-0.4489081
Fzr1_Anapc16,-0.4489081
Gmnn_Cdc20,-0.4489081
Smpd2_Cerk,-0.4489081
Plcb4_Pip4k2b,-0.4489081
Dcaf13_Cops7a,-0.4489081
Rasgrf1_Mras,-0.4489081
Plaur_Ncl,-0.4489081
Rrp9_Fcf1,-0.4489081
Slc5a1_Mfsd4b,-0.4489081
Utp6_Dnttip2,-0.4489081
Ptprz1_Cntn1,-0.4489081
Hspa5_Dnaja1,-0.4489081
Psmb8_Nfkbia,-0.4489081
Pde6b_Gucy2e,-0.4489081
Mfn1_Dnm1l,-0.4489081
Stag2_Cdca5,-0.4489081
Tp53_Htt,-0.4489081
Trappc9_Gdi2,-0.4489081
Rbp2_Akr1c1,-0.4489081
Kif20a_Bub1b,-0.4489081
Scn1b_Gria4,-0.4489081
Plcb3_Pip5kl1,-0.4489081
Smg9_Smg7,-0.4489081
Dync1i2_Dctn6,-0.4489081
Psmc3_Gli1,-0.4489081
Wdr59_Atp6v1g3,-0.4489081
Epo_Cntf,-0.4489081
Mcm8_Gins4,-0.4489081
Tipin_Gins4,-0.4489081
Rabgef1_Rab5b,-0.4489081
Vamp2_Syt2,-0.4489081
Rps16_Rpl14,-0.4489081
Atp6v1g3_Atp6v1d,-0.4489081
Ift22_Arl13b,-0.4489081
Mrpl40_Mrpl18,-0.4489081
Ppfia3_Cask,-0.4489081
Pten_Pip5kl1,-0.4489081
Kdm1b_Glyr1,-0.4489081
Vps53_Rab6a,-0.4489081
Men1_Iqgap3,-0.4489081
Serbp1_Rpl22,-0.4489081
Spop_Dzip1,-0.4489081
Polr2i_Gtf2e2,-0.4489081
Phb2_Esr1,-0.4489081
Raf1_Fyn,-0.4489081
Syt4_Snap25,-0.4489081
Rps24_Rpl28,-0.4489081
Gnai2_Adrb2,-0.4489081
Psmd6_Psmd3,-0.4489081
Plppr2_Agpat5,-0.4489081
Ywhae_Csnk1d,-0.4489081
Scnn1a_Kxd1,-0.4489081
Fabp7_Fabp1,-0.4489081
Psmd8_Fbxl7,-0.4489081
Synj2_Pip5k1a,-0.4489081
Tubgcp3_Tubg1,-0.4489081
Smc3_Nsmce2,-0.4489081
Dctn4_Dctn1,-0.4489081
Rnf2_Ctbp1,-0.4489081
Rnf146_Psmc6,-0.4489081
Nus1_Dhdds,-0.4489081
Rps3a_Rpl35,-0.4489081
Ptpn22_Cd3d,-0.4489081
Mbd2_Gatad2a,-0.4489081
E2f5_Ccnd1,-0.4489081
Uso1_Rab1b,-0.4489081
Dynlt3_Dynlrb2,-0.4489081
Tnfrsf1a_Birc3,-0.4489081
Trpc3_Stim1,-0.4489081
Vav2_Txk,-0.4489081
Plxna1_Gsk3b,-0.4489081
Uimc1_Brca1,-0.4489081
Psmd8_Dvl1,-0.4489081
Mapk9_Mapk11,-0.4489081
Ppard_Pdha1,-0.4489081
Pom121_Gemin6,-0.4489081
Prss3_Mmp7,-0.4489081
Rps3a_Eif3h,-0.4489081
Rps3_Rpl35,-0.4489081
Mtor_Atg101,-0.4489081
Gtf3c1_Brf2,-0.4489081
Anapc7_Anapc1,-0.4489081
Bid_Bcl2a1,-0.4489081
Imp4_Emg1,-0.4489081
Agtrap_Agt,-0.4489081
Psmc1_Psma3,-0.4489081
Csnk1d_Col7a1,-0.4489081
Pttg1_Cdca8,-0.4489081
Mrpl20_Mrpl15,-0.4489081
Mrpl45_Mrpl37,-0.4489081
Sort1_Ntrk2,-0.4489081
Dcaf6_Cops4,-0.4489081
Mrps7_Mrps33,-0.4489081
Ugt8_Acer2,-0.4489081
Comp_Acan,-0.4489081
Rbm19_Nol10,-0.4489081
Grk2_Csnk1a1,-0.4489081
Ube2a_Uba7,-0.4489081
Nuf2_Cdc20,-0.4489081
Ddit3_Bcl2l11,-0.4489081
Mknk2_Mapk1,-0.4489081
Lin9_Dyrk1a,-0.4489081
Gnao1_Adcy8,-0.4489081
Zap70_Shc3,-0.4489081
Prcp_Dpp4,-0.4489081
Tp53_Rbbp7,-0.4489081
Ric8a_Gnaq,-0.4489081
Spp1_Fn1,-0.4489081
Cdc40_Aqr,-0.4489081
Polr2f_Brf2,-0.4489081
Psmc4_Map3k14,-0.4489081
Psmc4_Cdc25a,-0.4489081
Itgb2_Ilk,-0.4489081
Itgb2_Icam1,-0.4489081
Gpx7_Alox5,-0.4489081
Map3k14_Birc2,-0.4489081
Rab28_Dapk1,-0.4489081
Got1l1_Aspg,-0.4489081
Napb_Bet1,-0.4489081
Napa_Gosr2,-0.4489081
Cttn_Actr3b,-0.4489081
Ctsl_Ctsb,-0.4489081
Syn1_Lin7b,-0.45985708
Rap1a_Prkcz,-0.45985708
Pip5k1b_Pik3r6,-0.45985708
Xrcc2_Rad51c,-0.45985708
Cdc25a_Ccne1,-0.45985708
Uqcrh_Psenen,-0.45985708
Nr3c1_Ncoa2,-0.45985708
Relb_Psma5,-0.45985708
Spata13_Cdc42,-0.45985708
Utp20_Utp11,-0.45985708
Jund_Fosl1,-0.45985708
Nprl2_Mlst8,-0.45985708
Gria4_Gria1,-0.45985708
Utp15_Ddx49,-0.45985708
Orc1_Ccne1,-0.45985708
Cct3_Bbs7,-0.45985708
Trib3_Akt2,-0.45985708
Pcsk9_Anxa2,-0.45985708
Epc2_Dmap1,-0.45985708
Wdr12_Ddx21,-0.45985708
Gtf2f2_Ercc3,-0.45985708
Med27_Med13,-0.45985708
RragB_Mtor,-0.45985708
Smad2_E2f5,-0.45985708
Traf6_Nfkbia,-0.45985708
Pms2_Pcna,-0.45985708
Plxnb1_Erbb2,-0.45985708
Ptges3_Capza1,-0.45985708
Cops7b_Actl6a,-0.45985708
Fbxo5_Anapc4,-0.45985708
Lipf_Agk,-0.45985708
Pofut2_Adamtsl4,-0.45985708
Rbbp4_Phf6,-0.45985708
Hadha_Gcdh,-0.45985708
Rbm28_Ddx27,-0.45985708
Hsd17b4_Eci2,-0.45985708
Sgms1_Galc,-0.45985708
Mapk9_Map2k6,-0.45985708
Eif4g1_Cnot4,-0.45985708
Prpf8_Cwc22,-0.45985708
Prpf8_Dhx38,-0.45985708
Klhl17_Cul3,-0.45985708
Gli1_Cul3,-0.45985708
Cry2_Arntl,-0.45985708
Ugp2_Alg2,-0.45985708
Ube2k_Kxd1,-0.45985708
Nup98_Nup133,-0.45985708
Il6_Il13,-0.45985708
Mrps5_Mrps18a,-0.45985708
Rpap2_Polr2a,-0.45985708
Src_Dag1,-0.45985708
Plppr5_Agpat3,-0.45985708
Mrps2_Mrpl21,-0.45985708
Rb1_Hmga2,-0.45985708
Nup62_Kpna3,-0.45985708
Gnb3_Gnb1,-0.45985708
Map2k2_Iqgap1,-0.45985708
Hk2_Glb1,-0.45985708
Rps5_Eif4a2,-0.45985708
Phgdh_Pgam2,-0.45985708
Ggta1_Fut4,-0.45985708
Uba3_Relb,-0.45985708
Mrpl12_Mrpl10,-0.45985708
Nt5c3b_Aprt,-0.45985708
Rad51c_Rad1,-0.45985708
Rpl14_Nol9,-0.45985708
Strada_Cab39,-0.45985708
Itpkc_Inpp5j,-0.45985708
Mapk1_Dapk1,-0.45985708
Ywhaz_Tsc2,-0.45985708
Aldh7a1_Acss2,-0.45985708
Smad2_Myod1,-0.45985708
Myd88_Irf5,-0.45985708
Gnl3_Ddx55,-0.45985708
Srsf6_Alyref,-0.45985708
Snrpd3_Ppih,-0.45985708
Dcun1d5_Cops4,-0.45985708
Polr2b_Iws1,-0.45985708
Xpa_Rpa2,-0.45985708
Ndufs3_Ndufa11,-0.45985708
Pcna_Ccna2,-0.45985708
Smpd4_Galc,-0.45985708
Ssh3_Limk1,-0.45985708
Ssh3_Limk2,-0.45985708
Stxbp2_Stx4,-0.45985708
Shmt1_Mthfs,-0.45985708
Scn4b_Scn2a,-0.45985708
Gria1_Dlg3,-0.45985708
Ino80c_Cops5,-0.45985708
Psma3_Gli1,-0.45985708
Ywhaz_Mark2,-0.45985708
Tns2_Pan3,-0.45985708
Muc5b_B3gnt7,-0.45985708
Cdca8_Ccna2,-0.45985708
Cdc23_Anapc2,-0.45985708
Soat1_Dhcr7,-0.45985708
Polr2g_Ccnh,-0.45985708
Uap1_Pgm3,-0.45985708
Sftpb_Adora2a,-0.45985708
Psma6_Kxd1,-0.45985708
Slc38a9_Rragd,-0.45985708
Urod_Cpox,-0.45985708
Casp9_Birc3,-0.45985708
Stip1_Nr3c1,-0.45985708
Rpl22_Colec11,-0.45985708
Pik3r2_Mras,-0.45985708
Ube2i_Nr3c1,-0.45985708
Mlst8_Maf1,-0.45985708
Lcp2_Cd6,-0.45985708
Cnot4_Cnot11,-0.45985708
Ranbp2_Ran,-0.45985708
Sftpb_Adra2c,-0.45985708
Stat2_Ifnar2,-0.45985708
Wdr75_Bms1,-0.45985708
Slc4a4_Ahcyl2,-0.45985708
Brca1_Akt2,-0.45985708
Vps35_Vps26a,-0.45985708
Psme2_Psmd1,-0.45985708
Rpl35_Rpl22,-0.45985708
Mrps30_Mrps14,-0.45985708
Pip5kl1_Pip4k2b,-0.45985708
Eng_Bmpr2,-0.45985708
Taf12_Tada2b,-0.45985708
Slc12a2_Ezr,-0.45985708
Nckap1_Cdc42,-0.45985708
Rela_Psmd5,-0.45985708
Tln2_Ptk2,-0.45985708
Sp1_Smarca4,-0.45985708
Gnaq_Arhgef12,-0.45985708
Gstm3_Folh1,-0.45985708
Stx5_Scfd1,-0.45985708
Phb2_Afg3l2,-0.45985708
Mrpl28_Mrpl21,-0.45985708
Zwilch_Spdl1,-0.45985708
Rrp12_Nop9,-0.45985708
Egfr_Cdc37,-0.45985708
Rrp15_Pes1,-0.45985708
Usp8_Egfr,-0.47080606
Nfat5_Gata4,-0.47080606
Vcp_Plaa,-0.47080606
Rac2_Prex1,-0.47080606
Diablo_Casp3,-0.47080606
Bub1b_Aspm,-0.47080606
Yy1_Mtor,-0.47080606
Snrpf_Snrnp70,-0.47080606
Wdr75_Utp11,-0.47080606
Nop2_Noc3l,-0.47080606
Nup160_Hspa12b,-0.47080606
Psmd7_Psmd2,-0.47080606
Cdc23_Anapc16,-0.47080606
Traf3ip1_Ift46,-0.47080606
Rps5_Rpl6,-0.47080606
Psma3_Prickle1,-0.47080606
Xiap_Tab1,-0.47080606
Kdr_Fgf3,-0.47080606
Ttk_Tacc3,-0.47080606
Eif3f_Eif2s1,-0.47080606
Crbn_Brd4,-0.47080606
Smad3_Drap1,-0.47080606
Hif1a_Akt1,-0.47080606
Kxd1_Dvl3,-0.47080606
Mtr_Lao1,-0.47080606
Cdc23_Anapc4,-0.47080606
Ptbp1_Hnrnpl,-0.47080606
E2f2_Ccnd1,-0.47080606
RSA-14-44_Rras,-0.47080606
Psme3_Psmd12,-0.47080606
Aldh9a1_Agxt2,-0.47080606
Dcun1d1_Cul1,-0.47080606
Rnasek_Atp6ap2,-0.47080606
Rmi1_Pold2,-0.47080606
B4galt3_B3gnt5,-0.47080606
Nop14_Aatf,-0.47080606
Wdr74_Eif6,-0.47080606
Bbs7_Arl6,-0.47080606
Cdkn2c_Ccnd1,-0.47080606
Nup54_Hspa12b,-0.47080606
Impdh2_Gart,-0.47080606
Stx8_Stx18,-0.47080606
Tnni2_Mybpc2,-0.47080606
Prkacb_Ppp1ca,-0.47080606
Smad3_Hif1a,-0.47080606
Eif3m_Cops4,-0.47080606
Vegfa_Shc2,-0.47080606
RT1-Db1_Lgmn,-0.47080606
Snrpd2_Pfdn5,-0.47080606
Mrps15_Mrpl2,-0.47080606
Cdkn1b_Anapc7,-0.47080606
Topbp1_Tipin,-0.47080606
Rps3a_Pdcd11,-0.47080606
Piga_Gale,-0.47080606
Rgs4_Rgs12,-0.47080606
Polr2j_Polr2e,-0.47080606
Jun_Cxcl2,-0.47080606
Glul_Gldc,-0.47080606
Cyp1a2_Cyb5a,-0.47080606
Stt3b_Copa,-0.47080606
Pno1_Dimt1,-0.47080606
Nmrk1_Naprt,-0.47080606
Shc1_Jak3,-0.47080606
Pik3c2g_Inppl1,-0.47080606
Pigt_Pigo,-0.47080606
Mrpl20_Mrpl14,-0.47080606
Vamp2_Napa,-0.47080606
Sema6c_Plxna1,-0.47080606
Sufu_Psme3,-0.47080606
Myl1_Myh3,-0.47080606
Myl12a_Fyn,-0.47080606
Csnk1d_Bysl,-0.47080606
Pml_Nup93,-0.47080606
Snrpd2_Naa38,-0.47080606
Prpf8_Polr2b,-0.47080606
Prpf8_Prpf18,-0.47080606
Fut1_B4galt4,-0.47080606
Ndufb6_Ndufaf4,-0.47080606
Lamb3_Lama3,-0.47080606
Tp53_Esr2,-0.47080606
Rusc1_Mvd,-0.47080606
Pcna_Cdt1,-0.47080606
Entpd1_Aprt,-0.47080606
Ift52_Dync2h1,-0.47080606
Khsrp_Khdrbs1,-0.47080606
Ptk2b_Arhgef12,-0.47080606
Mrpl45_Mrpl3,-0.47080606
Prkacb_Gdnf,-0.47080606
Ppargc1a_Esrrb,-0.47080606
Lyn_Irs2,-0.47080606
Nos1_Ass1,-0.47080606
Mrpl4_Mrpl35,-0.47080606
Nifk_Eif6,-0.47080606
Rps15_Mrps16,-0.47080606
Lamtor5_Flcn,-0.47080606
Rps16_Ltv1,-0.47080606
Lap3_Gclc,-0.47080606
Upf3a_Smg7,-0.47080606
Atp6v1e1_Atp6v0d1,-0.47080606
Vcl_Pikfyve,-0.47080606
Shmt1_Dmgdh,-0.47080606
Scn3a_Scn1b,-0.47080606
Ppcs_Pank1,-0.47080606
Ppp1r16b_Ppp1cc,-0.47080606
Ins1_Igf1,-0.47080606
Pfkp_Pfkfb1,-0.47080606
Ncaph_Aurka,-0.47080606
Hnrnpr_Hnrnpa1,-0.47080606
Hes1_Faap100,-0.47080606
Rab28_Arf4,-0.47080606
Necap1_Fcho2,-0.47080606
Kifc1_Espl1,-0.47080606
Pcna_Ccnf,-0.47080606
Dbnl_Actr2,-0.47080606
Chmp4c_Chmp3,-0.47080606
Med15_Med1,-0.47080606
Tnf_Tbk1,-0.47080606
Prpf4_Lsm7,-0.47080606
Usp39_Snrpd2,-0.47080606
Ube2d1_Atg7,-0.47080606
Ppp1ca_Cpsf2,-0.47080606
Nrp1_Flt4,-0.47080606
Ehd2_Cltc,-0.47080606
Cspg5_Csgalnact1,-0.47080606
Chrne_Chrna2,-0.47080606
Rpn1_Alg10,-0.47080606
Xrcc3_Kxd1,-0.47080606
Clk4_Clk1,-0.47080606
Wdr25_Bcas2,-0.47080606
Rab31_Rab22a,-0.47080606
Ift81_Ift27,-0.47080606
Rab28_Pebp1,-0.47080606
Sart1_Rbm22,-0.47080606
Myo18a_Golph3,-0.47080606
Mapre3_Dctn1,-0.47080606
Wnt8b_Fzd6,-0.47080606
Mrpl38_Mrpl27,-0.47080606
Ppp2cb_Akt2,-0.47080606
Tln1_Itgb2,-0.47080606
Mapkapk5_Mapk6,-0.47080606
Eed_Cbx7,-0.47080606
Kcnc3_Kcnab2,-0.47080606
Utp20_Utp14a,-0.47080606
Zrsr1_Sf3a1,-0.47080606
Sf3b2_Aqr,-0.48175505
Zrsr2_Sf3b5,-0.48175505
Med30_Med10,-0.48175505
Yeats2_Tada3,-0.48175505
Srsf7_Srpk1,-0.48175505
Med4_Med13,-0.48175505
Tnn_Itgb6,-0.48175505
Psmd2_Psma2,-0.48175505
Stat2_Ep300,-0.48175505
Ampd3_Adsl,-0.48175505
St3gal6_B4galt2,-0.48175505
Zyg11b_Cul2,-0.48175505
Mapk6_Kalrn,-0.48175505
Trim25_Ddx58,-0.48175505
Sf3b6_Cherp,-0.48175505
Nrip1_Nr1h3,-0.48175505
Nras_Fgf10,-0.48175505
Nup210_Ddx20,-0.48175505
Sf3a1_Prpf39,-0.48175505
Psma4_Oaz3,-0.48175505
Psma5_Nfkbib,-0.48175505
Ube2e3_Trip12,-0.48175505
Tnfrsf1a_Tnfaip3,-0.48175505
Mff_Dnm1l,-0.48175505
Ddc_Aanat,-0.48175505
Vav1_Lcp2,-0.48175505
Vamp2_Rims1,-0.48175505
Nus1_Fnta,-0.48175505
Nup93_Ndc1,-0.48175505
Nup85_Gemin6,-0.48175505
Tcea1_Leo1,-0.48175505
Noc4l_Ngdn,-0.48175505
Trmt1_Pes1,-0.48175505
Nol9_Gnl3,-0.48175505
Nup35_Gemin5,-0.48175505
Itpr1_Hap1,-0.48175505
Ngfr_Lingo1,-0.48175505
Srebf1_Mbtps1,-0.48175505
Mgat1_Man2a1,-0.48175505
Micu2_Mcur1,-0.48175505
Xrcc5_Parp1,-0.48175505
Miox_Impa2,-0.48175505
Xrn2_Wdr3,-0.48175505
Tp53_Psmd1,-0.48175505
Dpf3_Bcl7b,-0.48175505
Odc1_Oaz2,-0.48175505
Gnb3_Chrm1,-0.48175505
Rxrg_Rarg,-0.48175505
Itpr1_Atxn2,-0.48175505
Kif5c_Dctn1,-0.48175505
Sacm1l_Golph3,-0.48175505
Pard6b_Cdc42,-0.48175505
Mmp8_Klk1c9,-0.48175505
Sqstm1_Il1b,-0.48175505
Prkca_Pick1,-0.48175505
Psenen_Ephb4,-0.48175505
Fzr1_Anapc15,-0.48175505
Utp11_Nop56,-0.48175505
Ndc1_Hspa14,-0.48175505
Pcna_Atr,-0.48175505
Nedd8_Cand1,-0.48175505
Iqgap1_Clasp2,-0.48175505
Taf5_Supt3h,-0.48175505
Cxcl10_Ccl3,-0.48175505
Rsu1_Lims2,-0.48175505
RT1-Da_Ptpn6,-0.48175505
Pde10a_Gucy2c,-0.48175505
Uqcrh_Cox7c,-0.48175505
Prkag3_Pik3c3,-0.48175505
Bbs9_Bbs5,-0.48175505
Mrpl22_Mrpl13,-0.48175505
Hsd17b2_Cyp11b1,-0.48175505
Xrcc5_Rnf8,-0.48175505
Mme_Agt,-0.48175505
Pebp1_Itga2b,-0.48175505
Kntc1_Cdca8,-0.48175505
Rps5_Mrpl21,-0.48175505
Tsg101_Chmp3,-0.48175505
Csf2_Cd86,-0.48175505
Ino80c_Ddb1,-0.48175505
Vti1a_Napb,-0.48175505
Smad2_Foxo4,-0.48175505
Pgf_Ntrk1,-0.48175505
Wdr12_Bccip,-0.48175505
Rragd_Lamtor5,-0.48175505
Msl3l2_Dhx9,-0.48175505
Mta2_Chd4,-0.48175505
Mta1_Hdac1,-0.48175505
Agpat3_Agk,-0.48175505
Stat5a_Jak1,-0.48175505
Mrpl3_Mrpl16,-0.48175505
Prkcb_Itpr1,-0.48175505
Prkcb_Eef2k,-0.48175505
Bace1_Aplp2,-0.48175505
Mtg1_Ddx28,-0.48175505
Rps3a_Ddx47,-0.48175505
Smarca4_Chd4,-0.48175505
Rps3a_Rps11,-0.48175505
Mrps33_Mrpl21,-0.48175505
Furin_Fbn2,-0.48175505
Mtr_Bhmt2,-0.48175505
Upf3b_Smg6,-0.48175505
Ppp4r1_Ppp2r2d,-0.48175505
Mrpl35_Mrpl2,-0.48175505
Brca1_Acaca,-0.48175505
Suclg2_Dlst,-0.48175505
mrpl24_Mrpl22,-0.48175505
Rps16_Mphosph10,-0.48175505
Il2_Csf2,-0.48175505
Smarce1_Arid1b,-0.48175505
Wdr35_Ift43,-0.48175505
Rpl27_Rpl12,-0.48175505
Tradd_Tnfrsf25,-0.48175505
Syn1_Cask,-0.48175505
Pik3r6_Gnb1,-0.48175505
Tsr1_Ltv1,-0.48175505
Supt6h_Ctr9,-0.48175505
Ppm1a_Map2k3,-0.48175505
Rfc3_Pole,-0.48175505
Zap70_Vav1,-0.48175505
Mrpl47_Mrpl14,-0.48175505
Hsdl2_Hadh,-0.48175505
Grwd1_Brix1,-0.48175505
Plk1_Cdca5,-0.48175505
Chd3_Arid4b,-0.48175505
Snrnp70_Sf3a3,-0.48175505
Plce1_Itpr1,-0.48175505
Syk_Lck,-0.48175505
Polm_Dclre1c,-0.48175505
Snrpd3_Lsm11,-0.48175505
Cd3g_Cd247,-0.48175505
Cd3d_Cd247,-0.48175505
Lrat_Adh5,-0.48175505
Hspa5_Casp3,-0.48175505
Hspa4l_Hspa14,-0.48175505
Ptpn1_Hgf,-0.48175505
Ret_Prkca,-0.48175505
Hspa5_Canx,-0.48175505
Snrpb_Nupl2,-0.48175505
Ptk2_Prkaca,-0.48175505
Wdtc1_Cops7b,-0.48175505
Wdtc1_Cops6,-0.48175505
Rhobtb3_Cul3,-0.48175505
Cdca8_Asf1b,-0.48175505
Stat5b_Src,-0.48175505
Polr2j_Leo1,-0.48175505
Lrp10_Gpc4,-0.48175505
Zwilch_Bub1,-0.48175505
Gstt1_Gstm6l,-0.48175505
Mapk11_Cdc42,-0.48175505
Ptprc_Lyn,-0.48175505
Yy1_Cops5,-0.48175505
Psmd5_Psmd2,-0.48175505
Psmd3_Hnrnpd,-0.492704
Gak_Ap4b1,-0.492704
Tnni2_Tnnc2,-0.492704
Xrn2_Rrp7a,-0.492704
Rac2_Itgb2,-0.492704
Hdac2_Arid4b,-0.492704
Rfc3_Pold2,-0.492704
Eps15_Arfgap1,-0.492704
Mrps14_Mrpl3,-0.492704
Polr1b_Grwd1,-0.492704
Polr3e_Polr2k,-0.492704
Polr3e_Polr1c,-0.492704
Pten_Itpkc,-0.492704
Tbk1_Nfkb1,-0.492704
Notch3_Jag2,-0.492704
Nt5e_Impdh2,-0.492704
Sf3b5_Naa38,-0.492704
Sf3b6_Ddx46,-0.492704
Ptcd3_Mrps35,-0.492704
Supt4h1_Polr2k,-0.492704
Cdt1_Ccna1,-0.492704
Pno1_Ddx52,-0.492704
Rpa1_Ppp4c,-0.492704
Mrps2_Mrps11,-0.492704
Ercc1_Ddb1,-0.492704
Mrpl54_Mrpl20,-0.492704
Rictor_Mtor,-0.492704
Cdk2_Ccnd1,-0.492704
Ring1_Kdm2a,-0.492704
Trim3_Actn4,-0.492704
Sh2b1_Grb2,-0.492704
Gnai2_Esr1,-0.492704
Sgo1_Cdca5,-0.492704
Nup133_Gckr,-0.492704
Tnks1bp1_Cnot8,-0.492704
Psma4_Map3k14,-0.492704
Hes1_Fance,-0.492704
Wdr43_Nat10,-0.492704
Mrps25_Mrpl2,-0.492704
Snrnp40_Dhx8,-0.492704
Hsph1_Dnaja2,-0.492704
Socs1_Irs2,-0.492704
Ercc4_Ercc1,-0.492704
Exosc1_Bysl,-0.492704
Ptpn1_Itgb3,-0.492704
Mrpl39_Mrpl16,-0.492704
Yeats4_Vps72,-0.492704
Psmc2_Oaz2,-0.492704
Sema5a_Adamts12,-0.492704
Nop58_Dnttip2,-0.492704
Serbp1_Pgrmc1,-0.492704
Jak1_Ifng,-0.492704
Tbx5_Myocd,-0.492704
Oxct1_Bdh2,-0.492704
Pik3r3_Gab2,-0.492704
Mrpl4_Mrpl13,-0.492704
Rfc2_Dscc1,-0.492704
Sod3_Cat,-0.492704
Wnt16_Lrp5,-0.492704
Fbxw9_Cul1,-0.492704
Stx5_Stx1a,-0.492704
Mef2a_Cabin1,-0.492704
Mettl14_Gtf2f2,-0.492704
Vav2_Rap1a,-0.492704
Shc3_Erbb3,-0.492704
Dck_Ak2,-0.492704
Dph7_Dph2,-0.492704
Stk4_Rassf5,-0.492704
Sdcbp_Nfasc,-0.492704
Nxf1_Kpnb1,-0.492704
Noc3l_Gtpbp4,-0.492704
Trpv6_Ptpn1,-0.492704
Pabpn1_Dhx9,-0.492704
Shmt2_Gldc,-0.492704
P4ha2_Col6a2,-0.492704
Shmt2_Mtr,-0.492704
Mrps9_Mrpl12,-0.492704
Smc4_Plk4,-0.492704
Lamp1_Ctsb,-0.492704
Psme2_Oaz3,-0.492704
Wasl_Baiap2l1,-0.492704
Lclat1_Gpat2,-0.492704
Pip5k1b_Inpp5e,-0.492704
Snap91_Bin1,-0.492704
Grik4_Gria1,-0.492704
Top3a_Polh,-0.492704
Il10_Cxcl6,-0.492704
Smurf2_Psmb2,-0.492704
Mrps34_Mrps31,-0.492704
Spam1_Gusb,-0.492704
Ppp2r2d_Ppp1cc,-0.492704
Hspa12a_Dnajb1,-0.492704
Rbm8a_Magoh,-0.492704
Drosha_Ago2,-0.492704
Pank1_Enpp3,-0.492704
